Price,Price
Ticker,SHY
Date,
2003-11-04,54.30469512939453
2003-11-05,54.25182342529297
2003-11-06,54.19230651855469
2003-11-07,54.1461181640625
2003-11-10,54.15933609008789
2003-11-11,54.15933609008789
2003-11-12,54.19230651855469
2003-11-13,54.311248779296875
2003-11-14,54.37733459472656
2003-11-17,54.41035079956055
2003-11-18,54.41697311401367
2003-11-19,54.31787872314453
2003-11-20,54.42359924316406
2003-11-21,54.40378952026367
2003-11-24,54.33110046386719
2003-11-25,54.39054489135742
2003-11-26,54.33110046386719
2003-11-28,54.26506805419922
2003-12-01,54.19094467163086
2003-12-02,54.250511169433594
2003-12-03,54.20417404174805
2003-12-04,54.25712966918945
2003-12-05,54.42911911010742
2003-12-08,54.36954116821289
2003-12-09,54.33650207519531
2003-12-10,54.40263366699219
2003-12-11,54.51511764526367
2003-12-12,54.50179672241211
2003-12-15,54.488609313964844
2003-12-16,54.74432373046875
2003-12-17,54.7509880065918
2003-12-18,54.764286041259766
2003-12-19,54.77751541137695
2003-12-22,54.74432373046875
2003-12-23,54.65800094604492
2003-12-24,54.784210205078125
2003-12-26,54.8306884765625
2003-12-29,54.75762939453125
2003-12-30,54.784210205078125
2003-12-31,54.854679107666016
2004-01-02,54.7216796875
2004-01-05,54.72834777832031
2004-01-06,54.794857025146484
2004-01-07,54.83475112915039
2004-01-08,54.84139633178711
2004-01-09,54.97443389892578
2004-01-12,55.00768280029297
2004-01-13,55.074180603027344
2004-01-14,55.02100372314453
2004-01-15,55.01432418823242
2004-01-16,54.97443389892578
2004-01-20,55.001060485839844
2004-01-21,55.0342903137207
2004-01-22,55.074180603027344
2004-01-23,54.994361877441406
2004-01-26,54.954490661621094
2004-01-27,55.02100372314453
2004-01-28,54.88134002685547
2004-01-29,54.89461898803711
2004-01-30,54.921226501464844
2004-02-02,54.94053268432617
2004-02-03,54.99380874633789
2004-02-04,54.96049880981445
2004-02-05,54.92052459716797
2004-02-06,55.00714874267578
2004-02-09,55.027164459228516
2004-02-10,54.95387649536133
2004-02-11,55.040401458740234
2004-02-12,55.06040573120117
2004-02-13,55.140377044677734
2004-02-17,55.09370803833008
2004-02-18,55.10041809082031
2004-02-19,55.12705993652344
2004-02-20,55.0671272277832
2004-02-23,55.120361328125
2004-02-24,55.12705993652344
2004-02-25,55.16698455810547
2004-02-26,55.14706039428711
2004-02-27,55.186954498291016
2004-03-01,55.168968200683594
2004-03-02,55.11558151245117
2004-03-03,55.0755729675293
2004-03-04,55.122314453125
2004-03-05,55.24232482910156
2004-03-08,55.329071044921875
2004-03-09,55.36244583129883
2004-03-10,55.329071044921875
2004-03-11,55.375770568847656
2004-03-12,55.33575439453125
2004-03-15,55.309078216552734
2004-03-16,55.34907913208008
2004-03-17,55.34907913208008
2004-03-18,55.329071044921875
2004-03-19,55.34907913208008
2004-03-22,55.38241958618164
2004-03-23,55.39577102661133
2004-03-24,55.40912628173828
2004-03-25,55.402408599853516
2004-03-26,55.34907913208008
2004-03-29,55.309078216552734
2004-03-30,55.302406311035156
2004-03-31,55.342437744140625
2004-04-01,55.27558135986328
2004-04-02,55.081932067871094
2004-04-05,55.02843475341797
2004-04-06,55.095252990722656
2004-04-07,55.108638763427734
2004-04-08,55.108638763427734
2004-04-12,55.05517578125
2004-04-13,54.981685638427734
2004-04-14,54.88819885253906
2004-04-15,54.92158889770508
2004-04-16,54.99504852294922
2004-04-19,54.928253173828125
2004-04-20,54.80136489868164
2004-04-21,54.80802536010742
2004-04-22,54.88819885253906
2004-04-23,54.77465057373047
2004-04-26,54.78133010864258
2004-04-27,54.84804916381836
2004-04-28,54.734580993652344
2004-04-29,54.72783660888672
2004-04-30,54.75460433959961
2004-05-03,54.77861785888672
2004-05-04,54.76531982421875
2004-05-05,54.74522399902344
2004-05-06,54.73183822631836
2004-05-07,54.50441360473633
2004-05-10,54.53116989135742
2004-05-11,54.537841796875
2004-05-12,54.55122375488281
2004-05-13,54.5244255065918
2004-05-14,54.611412048339844
2004-05-17,54.68503189086914
2004-05-18,54.63150405883789
2004-05-19,54.60475158691406
2004-05-20,54.63150405883789
2004-05-21,54.63150405883789
2004-05-24,54.64487838745117
2004-05-25,54.64487838745117
2004-05-26,54.74522399902344
2004-05-27,54.772003173828125
2004-05-28,54.751930236816406
2004-06-01,54.674190521240234
2004-06-02,54.64072036743164
2004-06-03,54.65412139892578
2004-06-04,54.5670051574707
2004-06-07,54.58711242675781
2004-06-08,54.59381866455078
2004-06-09,54.50670623779297
2004-06-10,54.50004959106445
2004-06-14,54.35930252075195
2004-06-15,54.540199279785156
2004-06-16,54.50004959106445
2004-06-17,54.5670051574707
2004-06-18,54.53349304199219
2004-06-21,54.57371520996094
2004-06-22,54.59381866455078
2004-06-23,54.607177734375
2004-06-24,54.66075897216797
2004-06-25,54.667503356933594
2004-06-28,54.540199279785156
2004-06-29,54.59381866455078
2004-06-30,54.74116516113281
2004-07-01,54.75261688232422
2004-07-02,54.90024948120117
2004-07-06,54.88679122924805
2004-07-07,54.89356231689453
2004-07-08,54.91366958618164
2004-07-09,54.91366958618164
2004-07-12,54.93383026123047
2004-07-13,54.89356231689453
2004-07-14,54.8734245300293
2004-07-15,54.8734245300293
2004-07-16,54.98075866699219
2004-07-19,54.95397186279297
2004-07-20,54.85328674316406
2004-07-21,54.83982467651367
2004-07-22,54.85328674316406
2004-07-23,54.85328674316406
2004-07-26,54.813018798828125
2004-07-27,54.76602554321289
2004-07-28,54.799591064453125
2004-07-29,54.813018798828125
2004-07-30,54.89356231689453
2004-08-02,54.93587875366211
2004-08-03,54.94935607910156
2004-08-04,54.942630767822266
2004-08-05,54.97622299194336
2004-08-06,55.171199798583984
2004-08-09,55.16448974609375
2004-08-10,55.0300407409668
2004-08-11,55.11743927001953
2004-08-12,55.130897521972656
2004-08-13,55.18464660644531
2004-08-16,55.171199798583984
2004-08-17,55.22500991821289
2004-08-18,55.21152114868164
2004-08-19,55.24517059326172
2004-08-20,55.21152114868164
2004-08-23,55.16448974609375
2004-08-24,55.1914176940918
2004-08-25,55.171199798583984
2004-08-26,55.22500991821289
2004-08-27,55.204776763916016
2004-08-30,55.21826934814453
2004-08-31,55.29898452758789
2004-09-01,55.31377410888672
2004-09-02,55.226234436035156
2004-09-03,55.15220642089844
2004-09-07,55.15220642089844
2004-09-08,55.23298263549805
2004-09-09,55.23966979980469
2004-09-10,55.25313949584961
2004-09-13,55.25986862182617
2004-09-14,55.27339172363281
2004-09-15,55.23966979980469
2004-09-16,55.33397674560547
2004-09-17,55.266639709472656
2004-09-20,55.35415267944336
2004-09-21,55.27339172363281
2004-09-22,55.32717514038086
2004-09-23,55.25986862182617
2004-09-24,55.226234436035156
2004-09-27,55.25986862182617
2004-09-28,55.29352569580078
2004-09-29,55.226234436035156
2004-09-30,55.24644470214844
2004-10-01,55.20732116699219
2004-10-04,55.21401596069336
2004-10-05,55.220821380615234
2004-10-06,55.173561096191406
2004-10-07,55.153343200683594
2004-10-08,55.29500198364258
2004-10-11,55.335487365722656
2004-10-12,55.348934173583984
2004-10-13,55.389408111572266
2004-10-14,55.40291976928711
2004-10-15,55.382633209228516
2004-10-18,55.389408111572266
2004-10-19,55.36920928955078
2004-10-20,55.41634750366211
2004-10-21,55.348934173583984
2004-10-22,55.40291976928711
2004-10-25,55.42316436767578
2004-10-26,55.41634750366211
2004-10-27,55.34219741821289
2004-10-28,55.36246109008789
2004-10-29,55.40965270996094
2004-11-01,55.374488830566406
2004-11-02,55.401546478271484
2004-11-03,55.39478302001953
2004-11-04,55.347496032714844
2004-11-05,55.20561981201172
2004-11-08,55.17858123779297
2004-11-09,55.21913528442383
2004-11-10,55.15156555175781
2004-11-11,55.192073822021484
2004-11-12,55.17858123779297
2004-11-15,55.17858123779297
2004-11-16,55.13805389404297
2004-11-17,55.21913528442383
2004-11-18,55.21238708496094
2004-11-19,55.12458801269531
2004-11-22,55.13805389404297
2004-11-23,55.13126754760742
2004-11-24,55.12458801269531
2004-11-26,55.07048034667969
2004-11-29,55.07725143432617
2004-11-30,55.09075927734375
2004-12-01,55.12794494628906
2004-12-02,55.107688903808594
2004-12-03,55.2295036315918
2004-12-06,55.23628234863281
2004-12-07,55.23628234863281
2004-12-08,55.256534576416016
2004-12-09,55.249820709228516
2004-12-10,55.256534576416016
2004-12-13,55.215972900390625
2004-12-14,55.2295036315918
2004-12-15,55.283668518066406
2004-12-16,55.2227897644043
2004-12-17,55.20244598388672
2004-12-20,55.20244598388672
2004-12-21,55.20915603637695
2004-12-22,55.20915603637695
2004-12-23,55.195709228515625
2004-12-27,55.16184616088867
2004-12-28,55.18214416503906
2004-12-29,55.17538070678711
2004-12-30,55.195709228515625
2004-12-31,55.21873474121094
2005-01-03,55.22553634643555
2005-01-04,55.10345458984375
2005-01-05,55.117042541503906
2005-01-06,55.144126892089844
2005-01-07,55.15089416503906
2005-01-10,55.117042541503906
2005-01-11,55.130592346191406
2005-01-12,55.13736343383789
2005-01-13,55.20515441894531
2005-01-14,55.17802047729492
2005-01-18,55.15772247314453
2005-01-19,55.16450881958008
2005-01-20,55.21196746826172
2005-01-21,55.266212463378906
2005-01-24,55.232242584228516
2005-01-25,55.21196746826172
2005-01-26,55.191593170166016
2005-01-27,55.17802047729492
2005-01-28,55.20515441894531
2005-01-31,55.1983642578125
2005-02-01,55.21263122558594
2005-02-02,55.192264556884766
2005-02-03,55.158267974853516
2005-02-04,55.21263122558594
2005-02-07,55.19906234741211
2005-02-08,55.17869186401367
2005-02-09,55.280677795410156
2005-02-10,55.23979187011719
2005-02-11,55.21263122558594
2005-02-14,55.18546676635742
2005-02-15,55.192264556884766
2005-02-16,55.165069580078125
2005-02-17,55.192264556884766
2005-02-18,55.117515563964844
2005-02-22,55.13785934448242
2005-02-23,55.13108825683594
2005-02-24,55.117515563964844
2005-02-25,55.09035873413086
2005-02-28,55.056339263916016
2005-03-01,55.04476547241211
2005-03-02,55.0788459777832
2005-03-03,55.099220275878906
2005-03-04,55.099220275878906
2005-03-07,55.0788459777832
2005-03-08,55.0788459777832
2005-03-09,55.05841827392578
2005-03-10,55.01753616333008
2005-03-11,55.00391387939453
2005-03-14,54.98350524902344
2005-03-15,54.963077545166016
2005-03-16,55.03115463256836
2005-03-17,55.05160140991211
2005-03-18,55.0243034362793
2005-03-21,55.05841827392578
2005-03-22,54.963077545166016
2005-03-23,54.95627212524414
2005-03-24,54.96991729736328
2005-03-28,54.94261169433594
2005-03-29,54.98350524902344
2005-03-30,54.990291595458984
2005-03-31,55.06520080566406
2005-04-01,55.099308013916016
2005-04-04,55.099308013916016
2005-04-05,55.112972259521484
2005-04-06,55.15391159057617
2005-04-07,55.133453369140625
2005-04-08,55.12662887573242
2005-04-11,55.12662887573242
2005-04-12,55.160770416259766
2005-04-13,55.24268341064453
2005-04-14,55.2904167175293
2005-04-15,55.37913513183594
2005-04-18,55.35189437866211
2005-04-19,55.42013931274414
2005-04-20,55.39963150024414
2005-04-21,55.304080963134766
2005-04-22,55.31772232055664
2005-04-25,55.33137130737305
2005-04-26,55.31772232055664
2005-04-27,55.35868453979492
2005-04-28,55.406455993652344
2005-04-29,55.35189437866211
2005-05-02,55.358707427978516
2005-05-03,55.3929328918457
2005-05-04,55.41340637207031
2005-05-05,55.46816635131836
2005-05-06,55.345027923583984
2005-05-09,55.317665100097656
2005-05-10,55.358707427978516
2005-05-11,55.3929328918457
2005-05-12,55.42026901245117
2005-05-13,55.48186492919922
2005-05-16,55.46816635131836
2005-05-17,55.46816635131836
2005-05-18,55.522911071777344
2005-05-19,55.44082260131836
2005-05-20,55.44082260131836
2005-05-23,55.4749641418457
2005-05-24,55.509178161621094
2005-05-25,55.529720306396484
2005-05-26,55.509178161621094
2005-05-27,55.529720306396484
2005-05-31,55.57080841064453
2005-06-01,55.68048095703125
2005-06-02,55.659912109375
2005-06-03,55.59136199951172
2005-06-06,55.6187629699707
2005-06-07,55.63248062133789
2005-06-08,55.6187629699707
2005-06-09,55.58447265625
2005-06-10,55.53647994995117
2005-06-13,55.53647994995117
2005-06-14,55.55022048950195
2005-06-15,55.53647994995117
2005-06-16,55.58447265625
2005-06-17,55.5776481628418
2005-06-20,55.56388854980469
2005-06-21,55.57081604003906
2005-06-22,55.694217681884766
2005-06-23,55.673667907714844
2005-06-24,55.701080322265625
2005-06-27,55.72160339355469
2005-06-28,55.659912109375
2005-06-29,55.673667907714844
2005-06-30,55.707908630371094
2005-07-01,55.55399703979492
2005-07-05,55.567710876464844
2005-07-06,55.602073669433594
2005-07-07,55.65021896362305
2005-07-08,55.58831787109375
2005-07-11,55.547080993652344
2005-07-12,55.547080993652344
2005-07-13,55.55399703979492
2005-07-14,55.55399703979492
2005-07-15,55.56084442138672
2005-07-18,55.547080993652344
2005-07-19,55.567710876464844
2005-07-20,55.56084442138672
2005-07-21,55.50587844848633
2005-07-22,55.56084442138672
2005-07-25,55.54020309448242
2005-07-26,55.526493072509766
2005-07-27,55.526493072509766
2005-07-28,55.53334045410156
2005-07-29,55.49897384643555
2005-08-01,55.4652214050293
2005-08-02,55.47209930419922
2005-08-03,55.49279022216797
2005-08-04,55.49279022216797
2005-08-05,55.444580078125
2005-08-08,55.38946533203125
2005-08-09,55.45142364501953
2005-08-10,55.45142364501953
2005-08-11,55.49279022216797
2005-08-12,55.56166458129883
2005-08-15,55.534095764160156
2005-08-16,55.56166458129883
2005-08-17,55.575439453125
2005-08-18,55.623653411865234
2005-08-19,55.60298156738281
2005-08-22,55.60993194580078
2005-08-23,55.66497802734375
2005-08-24,55.67188262939453
2005-08-25,55.66497802734375
2005-08-26,55.623653411865234
2005-08-29,55.637447357177734
2005-08-30,55.720123291015625
2005-08-31,55.864768981933594
2005-09-01,55.93246841430664
2005-09-02,56.00153350830078
2005-09-06,55.9117431640625
2005-09-07,55.870262145996094
2005-09-08,55.842655181884766
2005-09-09,55.85645294189453
2005-09-12,55.83576202392578
2005-09-13,55.870262145996094
2005-09-14,55.863372802734375
2005-09-15,55.84955596923828
2005-09-16,55.8081169128418
2005-09-19,55.82195281982422
2005-09-20,55.780433654785156
2005-09-21,55.83576202392578
2005-09-22,55.85645294189453
2005-09-23,55.8081169128418
2005-09-26,55.766685485839844
2005-09-27,55.74595642089844
2005-09-28,55.766685485839844
2005-09-29,55.74595642089844
2005-09-30,55.69759750366211
2005-10-03,55.672664642333984
2005-10-04,55.665714263916016
2005-10-05,55.69340896606445
2005-10-06,55.69340896606445
2005-10-07,55.735015869140625
2005-10-10,55.72807693481445
2005-10-11,55.7142219543457
2005-10-12,55.672664642333984
2005-10-13,55.672664642333984
2005-10-14,55.6865119934082
2005-10-17,55.658775329589844
2005-10-18,55.70732116699219
2005-10-19,55.735015869140625
2005-10-20,55.735015869140625
2005-10-21,55.7696533203125
2005-10-24,55.74886703491211
2005-10-25,55.65193176269531
2005-10-26,55.631080627441406
2005-10-27,55.672664642333984
2005-10-28,55.672664642333984
2005-10-31,55.65193176269531
2005-11-01,55.66714096069336
2005-11-02,55.66020965576172
2005-11-03,55.63243865966797
2005-11-04,55.63243865966797
2005-11-07,55.625431060791016
2005-11-08,55.6949462890625
2005-11-09,55.625431060791016
2005-11-10,55.70188903808594
2005-11-11,55.722740173339844
2005-11-14,55.639366149902344
2005-11-15,55.68105697631836
2005-11-16,55.75056076049805
2005-11-17,55.79916763305664
2005-11-18,55.79916763305664
2005-11-21,55.83391189575195
2005-11-22,55.91035079956055
2005-11-23,55.840850830078125
2005-11-25,55.88949203491211
2005-11-28,55.90337371826172
2005-11-29,55.86167907714844
2005-11-30,55.86867141723633
2005-12-01,55.81357192993164
2005-12-02,55.86237335205078
2005-12-05,55.79966354370117
2005-12-06,55.876304626464844
2005-12-07,55.883262634277344
2005-12-08,55.952964782714844
2005-12-09,55.89722442626953
2005-12-12,55.890228271484375
2005-12-13,55.91812515258789
2005-12-14,55.98081588745117
2005-12-15,55.98081588745117
2005-12-16,56.015682220458984
2005-12-19,55.98081588745117
2005-12-20,55.9738883972168
2005-12-21,55.9738883972168
2005-12-22,56.022640228271484
2005-12-23,56.050514221191406
2005-12-27,56.0574951171875
2005-12-28,56.12670135498047
2005-12-29,56.08477783203125
2005-12-30,56.06377410888672
2006-01-03,56.140625
2006-01-04,56.196556091308594
2006-01-05,56.147605895996094
2006-01-06,56.161643981933594
2006-01-09,56.168617248535156
2006-01-10,56.112709045410156
2006-01-11,56.112709045410156
2006-01-12,56.140625
2006-01-13,56.252506256103516
2006-01-17,56.23154830932617
2006-01-18,56.224510192871094
2006-01-19,56.23154830932617
2006-01-20,56.252506256103516
2006-01-23,56.259437561035156
2006-01-24,56.245479583740234
2006-01-25,56.168617248535156
2006-01-26,56.17556381225586
2006-01-27,56.13368225097656
2006-01-30,56.161643981933594
2006-01-31,56.161643981933594
2006-02-01,56.110443115234375
2006-02-02,56.110443115234375
2006-02-03,56.13850021362305
2006-02-06,56.110443115234375
2006-02-07,56.117431640625
2006-02-08,56.096412658691406
2006-02-09,56.0823860168457
2006-02-10,56.04033279418945
2006-02-13,56.0823860168457
2006-02-14,56.0823860168457
2006-02-15,56.075347900390625
2006-02-16,56.117431640625
2006-02-17,56.15950012207031
2006-02-21,56.117431640625
2006-02-22,56.15950012207031
2006-02-23,56.110443115234375
2006-02-24,56.13150405883789
2006-02-27,56.10344314575195
2006-02-28,56.18055725097656
2006-03-01,56.15169906616211
2006-03-02,56.17280960083008
2006-03-03,56.11654281616211
2006-03-06,56.13763427734375
2006-03-07,56.13763427734375
2006-03-08,56.17280960083008
2006-03-09,56.19389343261719
2006-03-10,56.13763427734375
2006-03-13,56.13763427734375
2006-03-14,56.25019836425781
2006-03-15,56.264286041259766
2006-03-16,56.36272048950195
2006-03-17,56.34166717529297
2006-03-20,56.369808197021484
2006-03-21,56.271278381347656
2006-03-22,56.285423278808594
2006-03-23,56.271278381347656
2006-03-24,56.348731994628906
2006-03-27,56.334651947021484
2006-03-28,56.285423278808594
2006-03-29,56.285423278808594
2006-03-30,56.25723648071289
2006-03-31,56.27833557128906
2006-04-03,56.247310638427734
2006-04-04,56.289608001708984
2006-04-05,56.29668045043945
2006-04-06,56.289608001708984
2006-04-07,56.254390716552734
2006-04-10,56.26845169067383
2006-04-11,56.317893981933594
2006-04-12,56.282596588134766
2006-04-13,56.27552032470703
2006-04-17,56.310813903808594
2006-04-18,56.388458251953125
2006-04-19,56.374366760253906
2006-04-20,56.35316848754883
2006-04-21,56.35316848754883
2006-04-24,56.38140106201172
2006-04-25,56.33906936645508
2006-04-26,56.29668045043945
2006-04-27,56.388458251953125
2006-04-28,56.4025993347168
2006-05-01,56.36933135986328
2006-05-02,56.37642288208008
2006-05-03,56.37642288208008
2006-05-04,56.38349151611328
2006-05-05,56.39763641357422
2006-05-08,56.39054489135742
2006-05-09,56.39763641357422
2006-05-10,56.39763641357422
2006-05-11,56.418880462646484
2006-05-12,56.39763641357422
2006-05-15,56.425987243652344
2006-05-16,56.475528717041016
2006-05-17,56.44719696044922
2006-05-18,56.503868103027344
2006-05-19,56.48970031738281
2006-05-22,56.48970031738281
2006-05-23,56.525115966796875
2006-05-24,56.56055450439453
2006-05-25,56.56055450439453
2006-05-26,56.581790924072266
2006-05-30,56.53924560546875
2006-05-31,56.496788024902344
2006-06-01,56.566429138183594
2006-06-02,56.65171432495117
2006-06-05,56.60191345214844
2006-06-06,56.60191345214844
2006-06-07,56.566429138183594
2006-06-08,56.6303825378418
2006-06-09,56.6303825378418
2006-06-12,56.63750457763672
2006-06-13,56.62330627441406
2006-06-14,56.566429138183594
2006-06-15,56.55217361450195
2006-06-16,56.52381134033203
2006-06-19,56.502437591552734
2006-06-20,56.49531936645508
2006-06-21,56.50957489013672
2006-06-22,56.481170654296875
2006-06-23,56.46690368652344
2006-06-26,56.47402572631836
2006-06-27,56.50957489013672
2006-06-28,56.481170654296875
2006-06-29,56.580711364746094
2006-06-30,56.6303825378418
2006-07-03,56.621864318847656
2006-07-05,56.57191467285156
2006-07-06,56.61470031738281
2006-07-07,56.6574821472168
2006-07-10,56.6574821472168
2006-07-11,56.6574821472168
2006-07-12,56.678890228271484
2006-07-13,56.750152587890625
2006-07-14,56.75734329223633
2006-07-17,56.750152587890625
2006-07-18,56.707401275634766
2006-07-19,56.78583908081055
2006-07-20,56.85719299316406
2006-07-21,56.84288024902344
2006-07-24,56.84288024902344
2006-07-25,56.82863235473633
2006-07-26,56.899932861328125
2006-07-27,56.9284553527832
2006-07-28,56.999759674072266
2006-07-31,57.006954193115234
2006-08-01,57.0420036315918
2006-08-02,57.0420036315918
2006-08-03,57.034820556640625
2006-08-04,57.08491134643555
2006-08-07,57.10639190673828
2006-08-08,57.1350212097168
2006-08-09,57.15651321411133
2006-08-10,57.14220428466797
2006-08-11,57.09209442138672
2006-08-14,57.06349563598633
2006-08-15,57.14220428466797
2006-08-16,57.235191345214844
2006-08-17,57.228023529052734
2006-08-18,57.249549865722656
2006-08-21,57.28529739379883
2006-08-22,57.27815246582031
2006-08-23,57.26389694213867
2006-08-24,57.2996711730957
2006-08-25,57.313941955566406
2006-08-28,57.32821273803711
2006-08-29,57.349735260009766
2006-08-30,57.385528564453125
2006-08-31,57.43565368652344
2006-09-01,57.50102233886719
2006-09-05,57.436309814453125
2006-09-06,57.436309814453125
2006-09-07,57.436309814453125
2006-09-08,57.47225570678711
2006-09-11,57.46506118774414
2006-09-12,57.4937744140625
